Name,Prompt URL,Description,Prompt Tags,Type,Created time
Wharton MBA Finance Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/wharton_mba_finance_guide.md,"Create a comprehensive guide to earning an MBA in finance from the Wharton School, covering admission requirements, curriculum overview, career opportunities, financial considerations, campus culture, and alumni network. Include detailed insights into application processes, course offerings, career support, expenses, community engagement, and the value of the alumni network.","Career Advice, Courses, Investment",text,"January 6, 2025 8:01 AM"
Proofread Document,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/proofread_document.md,"Proofread the attached document in a formal business style, correcting grammatical, punctuation, and syntactic errors while ensuring clarity and coherence. Use track changes to showcase modifications and provide comments where parts are ambiguous.","Grammar Check, Proofreading, Writing",text,"January 6, 2025 8:01 AM"
Eb2 Niw Green Card Petition,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/eb2_niw_green_card_petition.md,"Draft a petition for an EB2 NIW Green Card application to the USCIS, addressing substantial merit, well-positioned qualifications, and justification for waiving the labor certification process. Incorporate specific examples from professional experience and relevant assessments to support eligibility.","Career Advice, Cybersecurity, Government",text,"January 6, 2025 8:01 AM"
Write Cover Letter,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_cover_letter.md,"Create a high-quality cover letter by following structured steps that include an introduction, body highlighting relevant experience, connection to the company, and conclusion. Ensure the letter is concise, well-organized, and maintains a professional tone throughout.","Career Advice, Hiring, Resume",text,"January 6, 2025 8:01 AM"
Analyze Investment Opportunities,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_investment_opportunities.md,"Analyze stocks, digital assets, and cryptocurrencies with a focus on comparative analysis of market trends, volatility, and historical performance. Additionally, outline steps for setting up an automated notification system including key criteria and a disclaimer against reliance on the information for financial decisions.","Cryptocurrency, Investment, Stocks",text,"January 6, 2025 8:01 AM"
Create Business Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_business_plan.md,"Edit a comprehensive business plan based on a provided business idea and market research, ensuring clarity, professionalism, and data-driven projections tailored for potential investors. The plan follows a detailed structure covering all critical aspects of business development.","Entrepreneur, Market Research, Startups",text,"January 6, 2025 8:01 AM"
Create Banking Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_banking_guide.md,"Create a comprehensive guide or simulation for the banking and finance sector, covering key areas such as basic concepts, banking procedures, financial products and services, regulations, customer service scenarios, and current trends. Ensure clarity and applicability through examples and step-by-step instructions.","Banking, Finance, Regulations",text,"January 6, 2025 8:01 AM"
Grant Proposal Mental Health.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Grant%20Proposal%20Mental%20Health,"Create a comprehensive grant request for a private mental health counseling practice in Florida to support veterans and civilians diagnosed with PTSD by obtaining advanced equipment for intervention. The request should include an introduction, statement of need, program description, implementation plan, budget justification, evaluation and outcomes, and sustainability plans.","Health, Mental Health, Therapy",text,"January 6, 2025 8:01 AM"
Faceless Video Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_video_guide.md,"Create a detailed guide on faceless video generation, covering its definition, applications, tools, and a tutorial on creation. Include tips, challenges, ethical considerations, and examples of successful faceless videos.","Content Creation, Ethics, Video",text,"January 6, 2025 8:01 AM"
Create Guidance,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_guidance.md,Detail your assistance needs and provide relevant context or points. Clarifying questions should be asked until 95% confidence is reached for task completion.,"Coaching, Content Creation, Prompt Management",text,"January 6, 2025 8:01 AM"
Analyze Data Breaches,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_data_breaches.md,"Verify if an email address has been involved in any data breaches, including details about the breaches and the types of data exposed. Provide guidance on securing the email account and maintaining email security in general.","Analyze Text, Cybersecurity, Data Science",text,"January 6, 2025 8:01 AM"
Brainstorm Ideas Customer Pain,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/brainstorm_ideas_customer_pain.md,"Edit methods and strategies to identify deeper customer pain points, focusing on effective interview techniques, analyzing feedback, active listening, and leveraging data analytics. It includes examples of questions to uncover underlying issues.","Customer Support, Feedback, Market Research",text,"January 6, 2025 8:01 AM"
Join Blotato Waitlist,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/join_blotato_waitlist.md,"Edit information about getting on the wait list for 'blotato,' including steps, specific requirements, timeframes, and tips to increase chances of success. Include access details for the official website or platform.","Apps, Marketing, Tech Trends",text,"January 6, 2025 8:01 AM"
Create Faceless Content.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Faceless%20Content,"Learn about business strategies and step-by-step guidance for starting faceless content accounts on social media. Explore content creation tips, tools for management, and examples of successful creators.","Content Creation, Entrepreneur, Social Media",text,"January 6, 2025 8:01 AM"
App Development Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/app_development_guide.md,"Develop an app concept with features, interface design, market research, monetization strategies, technology stack, launch plans, and user feedback methods.","App Development, Market Research, User Feedback",text,"January 6, 2025 8:01 AM"
Faceless AI Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_ai_overview.md,"Edit a detailed description of faceless AI, its applications across industries, and the ethical considerations involved. Provide current examples and speculate on future developments.","AI, Ethics, Technology",text,"January 6, 2025 8:01 AM"
Faceless Video App,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_video_app.md,"Edit a detailed explanation of a 'Faceless Video App' concept, covering its definition, use cases, key features, privacy considerations, and challenges in development.","App Development, Privacy, Technology",text,"January 6, 2025 8:01 AM"
Faceless Video Generator,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_video_generator.md,"Edit a description of a faceless video generator, covering its core functionalities, content creation capabilities, use cases, benefits, challenges, existing tools, and privacy considerations.","Content Creation, Technology, Video",text,"January 6, 2025 8:01 AM"
Blotto Game Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/blotto_game_overview.md,"Edit the history, rules, objectives, scenarios, significance, and variations of the game Blotto, also known as the Colonel Blotto game. Include any relevant applications in fields like economics or political science.","Economics, Games, Politics",text,"January 6, 2025 8:01 AM"
Blotato Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/blotato_overview.md,"Define what 'blotato' is, provide a detailed description of its characteristics, and explain its potential uses, pros and cons. Additionally, describe its integration into daily life or industries and mention related concepts for comparison.","Biology, Science, Technology",text,"January 6, 2025 8:01 AM"
Comprehensive Guide Program Management Healthcare,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/comprehensive_guide_program_management_healthcare.md,"Create a comprehensive guide for addressing Program Management and Care Integration in the healthcare industry, focusing on needs assessments, program development, implementation, monitoring, evaluation, and care integration strategies. Explain the role of data analytics in improving healthcare outcomes and provide case studies and examples throughout.","Data, Health, Program Management",text,"January 6, 2025 8:01 AM"
Modify AI Content Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/modify_ai_content_strategies.md,"Edit a comprehensive guide on strategies for avoiding AI detection and preventing plagiarism in written content, covering detection methods, text modification techniques, paraphrasing guidelines, ethical considerations, and useful tools.","Content Creation, Ethics, Writing",text,"January 6, 2025 8:01 AM"
Create A Poppy AI Prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_a_poppy_ai_prompt.md,"Create an AI prompt that describes Poppy AI, including its functionalities, features, and practical applications. Explain its underlying technologies, benefits, limitations, and suggest potential improvements.","AI, Chatbots, Technology",text,"January 6, 2025 8:01 AM"
Build Saas Product Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/build_saas_product_guide.md,"Create a comprehensive guide on building a Software as a Service (SAAS) product, covering key components such as market research, product definition, technical development, design, security, deployment, maintenance, marketing, and scaling. Include detailed explanations and step-by-step instructions for each element.","App Development, Software, Startups",text,"January 6, 2025 8:01 AM"
British English Learning,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/british_english_learning.md,"Help improve British English spelling and grammar for a dyslexic student, covering rules, tips for dyslexia, practice exercises, and useful resources. The approach should be gradual and methodical to suit the learning challenges.","Grammar Check, Language, Students",text,"January 6, 2025 8:01 AM"
Guide To Develop Digital Product,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/guide_to_develop_digital_product.md,"Create a detailed guide to develop a digital product, covering market research, idea generation, product development, marketing strategies, sales channels, customer feedback, and legal compliance. Include clarifying questions to ensure a comprehensive understanding of the task.","Market Research, Marketing, Product Development",text,"January 6, 2025 8:01 AM"
Create AI System for Misinformation Detection,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_ai_system_for_misinformation_detection.md,"Create an AI system that detects deepfakes and fake news, covering key components, methodologies, and user accessibility. Address continuous updates, ethical considerations, and challenges in the implementation of this detection tool.","AI, Ethics, News",text,"January 6, 2025 8:01 AM"
Create Time Management Course,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_time_management_course.md,"Develop a comprehensive course on time management that can be sold in various formats by refining the course idea, creating diverse content, and formulating a marketing strategy. The course should include key concepts, practical exercises, and assessments applicable across several industries.","Courses, Self-Improvement, Time Management",text,"January 6, 2025 8:01 AM"
Analyze Cryptocurrency Project,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_cryptocurrency_project.md,"Analyze a cryptocurrency project by summarizing its milestones, founding team, liquidity, financial details, and historical price action. The analysis aims to provide comprehensive insights into the project's background and performance in the market.","Blockchain, Cryptocurrency, Investment",text,"January 6, 2025 8:01 AM"
BlotatoWaitlist,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/blotato_waitlist.md,"Explain what a 'waitlist for Blotato' is, potential reasons to join, how to join, notable features of the waitlist, and tips to expedite the process.","Networking, Software, Technology",text,"January 6, 2025 8:01 AM"
Create Infographic Content,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_infographic_content.md,Edit blog articles to add inline citations from an EndNote database and develop content for infographics based on those articles while providing methods for visual representation.,"Content Creation, Health, Therapy",text,"January 6, 2025 8:01 AM"
Repurposing Content Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/repurposing_content_plan.md,"Edit a detailed plan for effectively repurposing faceless video and blog content, including strategies for production, software tools, and audience engagement. Optimize content for social media and enhance SEO during the repurposing process.","Content Creation, SEO, Social Media",text,"January 6, 2025 8:01 AM"
Private Healthcare Proposal,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/private_healthcare_proposal.md,"Create a comprehensive business proposal for private healthcare in South Africa, covering key sections such as executive summary, market analysis, and financial plan. The proposal aims to address industry challenges and outline business objectives and strategies for success.","Business, Healthcare, Market Research",text,"January 6, 2025 8:01 AM"
Create Faceless Content Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_faceless_content_guide.md,"Create a detailed guide on how to produce faceless content, covering what it is, various content ideas, necessary tools, best practices, examples for inspiration, and monetization strategies.","Content Creation, SEO, Social Media",text,"January 6, 2025 8:01 AM"
Service Desk Development Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/service_desk_development_plan.md,"Create an annual or quarterly development plan for the service desk team focused on improving efficiency, reducing issue resolution times, and unifying operations across regions. The plan should encompass training, process optimization, technology recommendations, collaboration, and performance monitoring.","Customer Support, Team Management, Technology",text,"January 6, 2025 8:01 AM"
Faceless TikTok Channel Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_tiktok_channel_plan.md,"Create a comprehensive plan for establishing a successful faceless TikTok channel dedicated to conspiracy theories, covering aspects like content strategy, production techniques, audience engagement, monetization, and performance tracking. Include tips for maintaining anonymity and legal compliance while attracting and growing an audience.","Content Creation, Social Media, TikTok",text,"January 6, 2025 8:01 AM"
Analyze Tech Impact,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_tech_impact.md,"Understanding the math and code powering AI, including fundamental mathematical concepts, coding processes, alternative strategies to predictive analytics, and recent technical AI news.","AI, Data Science, Technology",text,"January 6, 2025 8:01 AM"
Independent Channel Partner Proposal,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/independent_channel_partner_proposal.md,"Draft a proposal to transition to an independent channel partner role managing clients at Healthbridge South Africa, outlining benefits, qualifications, and an implementation plan.","Career Change, Entrepreneur, Small Business",text,"January 6, 2025 8:01 AM"
Create Farming Business Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_farming_business_plan.md,"Develop a detailed business plan for a farming venture in South Africa to secure funding from the Land and Agricultural Development Bank, covering areas such as market analysis, organizational structure, and financial projections.","Entrepreneur, Investment, Market Research",text,"January 6, 2025 8:01 AM"
Write Lessons Learned Post,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_lessons_learned_post.md,"Create a long-form social media post about lessons learned, focusing on clear language, practical insights, and engaging content tailored to a target audience. The post should structure lessons, include personal anecdotes, and encourage reader reflection while adhering to specific formatting and content guidelines.","Content Creation, Social Media, Writing",text,"January 6, 2025 8:01 AM"
LinkedIn Profile Summary Creation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/linkedin_profile_summary.md,"Edit a LinkedIn profile summary to attract recruiters and professionals by highlighting professional background, key skills, achievements, and unique value proposition. Conclude with a call to action to encourage connections.","Career Advice, LinkedIn, Resume",text,"January 6, 2025 8:01 AM"
Write Post PAS Copywriting Framework,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_post_PAS_framework.md,Create a compelling post using the Problem-Agitate-Solve copywriting formula.,"Content Creation, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Create 5 Engaging Questions,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_5_engaging_questions.md,"Write five thought-provoking questions for a specific niche that stimulate personal experiences and opinions, along with sample responses to foster community engagement.","Brainstorm, Collaboration, Content Creation",text,"January 6, 2025 8:01 AM"
Write Hormozi Hook,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_hormozi_hook.md,Generate compelling hooks using Alex Hormozi’s formula to engage readers and addresses their pain points while overcoming obstacles.,"Content Creation, Marketing, Writing",text,"January 6, 2025 8:01 AM"
AI Fundamentals and Resources,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/ai_fundamentals_and_resources.md,"Explain the fundamentals of AI for beginners, recommend essential courses to start learning AI, provide tips for proficiency, and offer advice on using available resources effectively.","AI, Courses, Tech Trends",text,"January 6, 2025 8:01 AM"
Write 3 Tips Post,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_3_tips_post.md,Write a post outlining 3 tips.,"Content Creation, Self-Improvement, Writing",text,"January 6, 2025 8:01 AM"
SEO Article Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/seo_article_outline.md,"Create a comprehensive SEO-optimized article outline and content plan, including keyword research, structured outline, key points for each section, FAQ, external links, internal linking opportunities, SEO tips, distribution strategy, and potential titles.","Content Creation, Marketing, SEO",text,"January 6, 2025 8:01 AM"
Family Wellness Resource,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/family_wellness_resource.md,"Create a valuable and highly sought-after free resource aimed at moms to help keep their families healthy and happy, focusing on nutritional tips, physical activities, mental well-being, healthy lifestyle tips, and an engaging format. The resource should include practical advice, easy meal planning, exercise suggestions, mental health strategies, and visually appealing content for easy navigation.","Family, Health, Parenting",text,"January 6, 2025 8:01 AM"
Write Top Mistakes Post,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_top_mistakes_post.md,"Write a social media post detailing the top mistakes people make when trying to achieve a goal for a specific audience, along with actionable solutions and a step-by-step guide to success.","Content Creation, Marketing, Social Media, Writing",text,"January 6, 2025 8:01 AM"
Write LinkedIn Post,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/write_linkedin_post.md,"Edit a viral LinkedIn post based on provided information and a specific template, ensuring emotional resonance and actionable insights. Analyze the topic, replicate the structure, tone, and formatting of the template, while significantly expanding the content with unique insights.","Content Creation, LinkedIn, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Create AI Business Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_ai_business_guide.md,"Provide a comprehensive guide on starting an AI business, covering industry trends, planning steps, niche identification, team skills, funding options, legal considerations, scaling strategies, challenges, and successful examples.","AI, Entrepreneur, Startups",text,"January 6, 2025 8:01 AM"
Managing ADHD Daily Tasks,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/managing_adhd_daily_tasks.md,"Describe a typical day for someone with ADHD, including morning routines, work responsibilities, and coping strategies. Explore challenges unique to ADHD and how they can be addressed.","Health, Productivity, Psychology",text,"January 6, 2025 8:01 AM"
Meal Plan for Daycares,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/meal_plan_for_daycares.md,"Create a meal plan for home daycare providers that complies with the Child and Adult Care Food Program (CACFP) guidelines, including breakfast, lunch, and snacks planned for a week. Incorporate portion sizes for different age groups, nutritional guidelines, seasonal fresh produce, and considerations for dietary restrictions and food safety.","Childcare, Cooking Recipes, Diet",text,"January 6, 2025 8:01 AM"
Create Video Sales Letter Script,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_video_sales_letter_script.md,Create a comprehensive script for a Video Sales Letter (VSL) to promote a new product.,"Chatbots, Marketing, Sales",text,"January 6, 2025 8:01 AM"
Edit Prayer Book for American Audience,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/edit_prayer_book.md,"Edit a prayer book for an American audience by correcting grammatical errors, clarifying translations, and ensuring biblical quotes conform to standard English. Maintain the book's spiritual tone while enhancing accessibility.","Grammar Check, Religion, Writing",text,"January 6, 2025 8:01 AM"
Identify Target Market Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/identify_target_market_strategies.md,"Identify a specific target market for promoting digital products that enable remote earning alongside a full-time job, and tailor content to their needs for effective sales generation. Provide examples, strategies for understanding the market, and best practices for content creation.","Marketing, Passive Income, Sales",text,"January 6, 2025 8:01 AM"
Analyze Claims,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_claims.md,"Analyze the list of issues and pleadings for an employment tribunal claim, asking clarifying questions to gather necessary information and evidence before producing a persuasive statement in Word format.","Career Change, Conflict Resolution, Legal",text,"January 6, 2025 8:01 AM"
Create Article Structure,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_article_structure.md,"Edit a detailed article on a specific topic, ensuring it includes an introduction, well-organized sections, and a conclusion. Incorporate supporting data and maintain coherence while verifying factual accuracy and originality.","Content Creation, Research, Writing",text,"January 6, 2025 8:01 AM"
Accounting Business Website Content,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/accounting_business_website_content.md,"Create content for a new accounting business website, including an About Me section, a list of services, reasons for hiring a CPA, and distinctions between bookkeeping, accounting, and controlling roles. The content should appeal to small business owners and emphasize the value of professional accounting services.","Personal Finance, Small Business, Taxes",text,"January 6, 2025 8:01 AM"
Filter Job Opportunities,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/filter_job_opportunities.md,"Filter job opportunities on LinkedIn to exclude specific locations, particularly the United States and Singapore, from search results. Create a method or workaround for efficient job searching while focusing on remote roles or favorable visa locations.","Career Advice, Job Search, LinkedIn",text,"January 6, 2025 8:01 AM"
Social Media Engagement Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/social_media_engagement_strategies.md,"Manuel seeks to enhance the reach of his social media content to a wider audience, aiming for potential virality. This includes strategies for creating shareable content, leveraging local groups, optimizing posts, encouraging sharing, analyzing viral examples, and collaborating for increased visibility.","Content Creation, Marketing, Social Media",text,"January 6, 2025 8:01 AM"
Faceless TikTok Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/faceless_tiktok_guide.md,"Create a detailed guide for faceless TikTok videos promoting agile mindedness within AI, covering content ideas, production tips, and engagement strategies. The guide should be actionable and accessible for beginners in TikTok content creation and agile methodology.","Agile, Content Creation, TikTok",text,"January 6, 2025 8:01 AM"
Create Presentation from Script,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_presentation_from_script.md,"Create a presentation based on a 45-minute script focused on the evolution of storytelling, utilizing minimal text and visuals for a Hollywood audience. The output should guide the audience effectively, incorporating images and videos while providing actionable strategies for creators.","Content Creation, Presentation, Public Speaking",text,"January 6, 2025 8:01 AM"
Soccer Scouting Report Enhancements,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/soccer_scouting_report_enhancements.md,"Edit a soccer scouting report for an English club, focusing on various player attributes including physical, technical, tactical, mental, and defensive skills, as well as weaknesses and overall assessments. Provide detailed phrases tailored for distinct player positions from South America.","Player Development, Scouting, Sports",text,"January 6, 2025 8:01 AM"
Network Marketing Crypto Accessibility,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/network_marketing_crypto_accessibility.md,"Edit a comprehensive ChatGPT prompt to make network marketing for cryptocurrency more accessible, addressing common fears and emphasizing long-term benefits. Focus on the potential for consistent earnings and aid in achieving financial stability for families.","Cryptocurrency, Network Marketing, Passive Income",text,"January 6, 2025 8:01 AM"
Republishing Public Domain Books,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/republishing_public_domain_books.md,"Edit public domain books using AI for transcription, translation, and modernization, while creating a comprehensive marketing plan to establish a passive income stream. Focus on identifying content, transcribing, translating, publishing, and marketing the works effectively.","AI, Books, Passive Income",text,"January 6, 2025 8:01 AM"
Create Excel Ticket Sales Form,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_excel_ticket_sales_form.md,"Create a comprehensive guide on how to set up a form in Excel 2016 for tracking volunteer fire department ticket sales, covering spreadsheet setup, form creation, and data management techniques. The guide includes tips for ensuring data integrity and search capabilities within the form.","Data Entry, Event Planning, Excel",text,"January 6, 2025 8:01 AM"
Improve Academic Writing,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/improve_academic_writing.md,"Edit essays and literature reviews for structure, clarity, grammar, style, content accuracy, and formatting. Provide revisions and recommendations to enhance overall academic quality.","Proofreading, Research, Writing",text,"January 6, 2025 8:01 AM"
AI Outplacement Service Proposal,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/ai_outplacement_service_proposal.md,"Create a detailed proposal for an AI-based service that replaces human outplacement services, focusing on helping individuals reenter the job market over six months. The proposal includes components such as resume assistance, cover letter generation, interview preparation, job search strategies, and emotional support.","AI, Career Advice, Job Search",text,"January 6, 2025 8:01 AM"
Story Writing Prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/story_writing_prompt.md,"Create a short story with a clear structure, featuring two distinct characters, a driving conflict, and vivid descriptions. The task emphasizes creativity and engagement in storytelling.","Creative Writing, Literature, Story Writing",text,"January 6, 2025 8:01 AM"
Health And Wellness Content.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Health%20And%20Wellness%20Content.md,"Create a comprehensive ChatGPT prompt for a health and wellness content writer targeting audiences managing chronic illnesses, wellness enthusiasts, individuals with trauma, those with sleep problems, fans of holistic living, and younger populations interested in health. Ensure the content is evidence-based, actionable, and easy to implement.","Content Creation, Health, Wellness",text,"January 6, 2025 8:01 AM"
AI Experiments Visual Content Ideas,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/ai_experiments_visual_content_ideas.md,"Edit to create engaging and informative content for YouTube, work projects, social media, and AI experiments focusing on pictures and videos, including content ideas, presentation methods, and sharing strategies. Provide insights into innovative AI technologies and techniques while optimizing for viewer interaction and searchability.","AI, Content Creation, YouTube",text,"January 6, 2025 8:01 AM"
Restaurante Garden Business Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/restaurante_garden_business_plan.md,"Develop a comprehensive business plan for a combined restaurant and plant/flower garden, focusing on concept development, market research, design, operations, marketing strategy, financial projections, and sustainability practices.","Entrepreneur, Gardening, Market Research",text,"January 6, 2025 8:01 AM"
Industry Analysis Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/industry_analysis_overview.md,"Provide a comprehensive overview of key industries, detailing their primary activities, major companies, latest trends, challenges, technological impact, and future outlook. Focus on major industries like Technology, Healthcare, Finance, Manufacturing, Retail, and Energy with illustrative examples.","Business, Economics, Technology",text,"January 6, 2025 8:01 AM"
Create Social Media Post,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_social_media_post.md,"Create a customized social media post using a provided template, ensuring it reflects the brand voice and tone while integrating business-specific details. The process includes analyzing the prompt, using a supportive tone, incorporating client goals and relatable stories, and formatting the final content.","Content Creation, Entrepreneur, Social Media",text,"January 6, 2025 8:01 AM"
Create Free Website Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_free_website_guide.md,"Create a detailed guide on how to create a free website, including platforms, setup instructions, template tips, customization, content organization, publishing, and basic SEO strategies. Ensure the guide is comprehensive for various website types.","Content Creation, SEO, Web Development",text,"January 6, 2025 8:01 AM"
Career Reintegration Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/career_reintegration_guide.md,"Create a comprehensive guide to assist individuals returning to the tech industry after a hiatus. The guide should cover the current tech landscape, skills updating, job search strategies, mental readiness, and additional advice for continuous learning.","Career Advice, Job Search, Technology",text,"January 6, 2025 8:01 AM"
BrandReputationStrategy.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/BrandReputationStrategy.md,"Create a high-quality prompt for guiding PR agencies and brands on safeguarding and enhancing their reputation, including proactive management strategies, handling crises, monitoring techniques, and the significance of transparency and authenticity.","Marketing, Public Speaking, Reputation Management",text,"January 6, 2025 8:01 AM"
Mental Health Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/mental_health_guide.md,"Create a comprehensive guide on how to maintain mental health, covering definitions, common issues, preventative measures, coping strategies, and how to seek professional help, along with resources for further information. Include evidence-based practices and reference reputable sources.","Health, Psychology, Therapy",text,"January 6, 2025 8:01 AM"
Adjusting To Night Shift,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/adjusting_to_night_shift.md,"Help decide on a job opportunity with a night shift by considering factors like body clock adjustment, social life adaptation, quality time with loved ones, health impacts, and routine changes, along with comparisons to a typical 9-to-5 schedule.","Career Advice, Health, Work Life Balance",text,"January 6, 2025 8:01 AM"
Analyze Prompt PAS,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_prompt_pas.md,"Find and summarize the specific 'PAS' prompt mentioned in the TikTok video linked below, focusing on the Problem-Agitate-Solve copywriting framework. Identify and outline the prompt or guidelines given for creating a PAS message.","Content Creation, Marketing, TikTok",text,"January 6, 2025 8:01 AM"
Create Social Media Content,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_social_media_content.md,"Create 30 engaging and informative pieces of content, including visuals, about obtaining a Mortgage Broker License in California for Instagram and Facebook to enhance online presence. Include themes like licensing process, benefits, exam tips, and relevant regulations, with a suggested posting schedule and social media optimization.","Content Creation, Real Estate, Social Media",text,"January 6, 2025 8:01 AM"
Effective Motivation Strategies,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/effective_motivation_strategies.md,"Edit a comprehensive overview of effective motivation strategies tailored for different age groups. Cover key aspects such as motivation strategies, application settings, and challenges with solutions for each age group.","Coaching, Motivation, Personal Development",text,"January 6, 2025 8:01 AM"
